gene_id		SH200_E7_Z11_ST23	SH201_E7-Q	SH202_E7-R	SH203_E7-S	SH204_E7-T	SH205_E7-V	SH206_E7-X	SH221	SH222	SH223	SH230
tr78164		13	2	1	5	0	2	0	73	147	104	19
tr78170		34	17	11	16	41	48	3	234	639	291	232
tr78175		0	0	0	0	0	0	0	29	71	61	27
tr781830		0	0	0	0	0	0	0	8	6	20	3
tr7819		648	381	466	527	1604	678	272	4926	7641	6353	1747
tr78194		0	0	0	0	0	0	0	7	14	21	5
tr781968		0	0	0	0	0	0	0	0	0	0	4
tr781986		0	0	0	0	0	0	0	0	0	0	3
tr78201		30	8	2	9	5	12	3	66	166	145	38
tr782013		0	0	0	0	0	0	0	0	0	0	5
tr78202		14	4	0	5	2	6	1	90	377	217	82
tr782028		18	2	2	9	6	18	1	30	71	84	31
tr78204		0	0	0	0	0	0	0	3	3	7	1
tr78205		123	49	106	90	186	253	72	656	1249	1008	426
tr782079		0	0	0	0	0	0	0	1	0	0	2
tr782170		1	0	1	0	0	0	2	3	1	0	0
tr782174		1	0	0	0	0	0	0	2	7	2	1
tr782206		0	0	0	0	0	0	0	1	6	9	4
tr78225		0	0	0	0	0	1	0	9	17	8	1
tr78230		114	32	2	47	66	51	11	341	815	304	233
tr78232		0	0	0	0	0	0	0	16	26	13	2
tr782321		0	0	0	0	0	0	0	1	3	1	0
tr78234		4	0	0	2	0	1	0	41	91	78	24
tr78236		0	0	0	0	0	0	0	0	1	0	2
tr782372		0	0	0	0	0	0	0	0	0	0	2
tr782402		0	0	0	0	0	0	0	2	10	0	1
tr782416		0	0	0	0	0	0	0	0	2	2	4
tr78243		0	0	0	0	0	0	0	0	2	3	0
tr78244		0	0	0	0	0	0	0	36	80	63	23
tr782491		0	0	0	0	0	0	0	0	0	6	0
tr78252		8	18	6	30	21	33	3	276	775	310	261
tr78261		4	1	3	2	0	17	2	76	10	90	4
tr78262		38	39	14	22	63	31	6	226	575	395	186
tr78267		69	16	11	15	29	61	10	169	458	294	148
tr7827		0	0	0	0	0	0	0	3	6	8	8
tr782719		0	0	0	0	0	0	0	4	0	0	0
tr78282		37	15	1	11	0	12	0	22	84	70	60
tr78284		29	3	3	18	33	7	7	319	399	292	136
tr78285		21	2	1	8	7	14	0	150	223	159	79
tr782861		0	0	0	0	0	0	0	3	2	1	0
tr782865		0	0	0	0	0	0	0	16	18	38	9
tr78287		0	0	1	0	0	0	8	5	2	5	31
tr782884		0	0	0	0	0	0	0	10	28	23	9
tr78299		1	1	0	0	0	1	0	42	124	74	32
tr783056		4	0	0	3	0	3	0	87	242	104	81
tr78310		0	0	0	0	0	0	0	7	10	17	7
tr78315		0	0	0	0	0	0	0	0	4	0	0
tr783232		0	0	0	0	0	0	0	0	3	0	0
tr78325		192	33	10	22	34	55	1	254	504	254	207
tr783285		0	0	0	0	0	0	0	0	5	4	0
tr78329		0	0	0	0	0	0	0	33	5	25	13
tr78330		8	3	1	2	3	2	0	32	100	73	40
tr78338		0	0	0	0	0	0	0	0	0	3	0
tr78339		123	24	24	35	35	110	20	149	438	358	159
tr78341		0	0	0	0	0	0	0	1	2	2	2
tr78342		63	16	5	17	18	33	2	246	494	306	223
tr78347		9	5	0	0	0	1	0	10	37	10	6
tr78351		0	0	0	0	0	0	0	34	45	80	31
tr78359		65	21	7	25	77	47	8	688	768	660	314
tr783617		0	0	0	0	0	0	0	13	21	12	12
tr78369		108	15	158	31	47	544	65	209	609	560	515
tr783696		0	0	0	0	0	0	0	1	8	5	3
tr7837		63	18	8	46	39	65	7	450	892	498	428
tr78377		7	4	6	4	5	18	5	85	70	296	25
tr783770		0	0	0	0	0	0	0	0	2	2	0
tr78385		3	3	0	6	0	3	5	37	91	56	43
tr783904		0	0	0	0	0	0	0	1	0	0	5
tr78394		0	0	0	0	0	0	0	1	3	6	3
tr783942		0	0	0	0	0	0	0	1	4	7	0
tr78398		1	0	0	1	0	2	0	10	4	0	0
tr78402		138	153	23	174	127	315	50	3371	7984	5049	3757
tr784167		3	0	0	1	0	0	0	3	34	15	16
tr78420		485	126	249	284	657	557	115	3392	5213	4777	2018
tr7843		0	0	0	0	0	0	0	0	4	2	5
tr78438		409	103	0	37	13	95	6	244	959	608	170
tr784481		0	0	0	0	0	0	0	0	0	1	3
tr78459		120	76	1	51	22	139	4	301	799	195	229
tr7846		0	0	0	0	0	0	0	5	8	0	1
tr78465		0	0	0	0	0	1	0	7	2	4	2
tr78467		0	0	0	0	0	0	0	7	3	6	6
tr78470		0	0	0	0	0	0	0	5	0	1	0
tr78473		106	28	1	21	16	85	16	331	699	613	239
tr78480		0	0	0	2	0	0	0	24	35	39	8
tr78481		0	0	0	0	0	0	0	0	0	0	31
tr7849		58	18	2	16	19	44	5	390	1296	620	381
tr784932		0	0	0	0	0	0	0	0	2	2	0
tr784945		0	0	0	0	0	0	0	1	3	0	9
tr784956		3	3	2	3	4	8	0	71	193	108	62
tr78502		0	0	0	1	0	0	0	13	17	34	5
tr785023		1	0	0	0	0	2	0	1	0	2	4
tr78503		0	0	0	0	0	0	0	0	0	1	5
tr78504		84	45	13	48	20	161	25	1068	2596	1224	1014
tr78506		16	3	2	7	4	3	1	68	188	42	40
tr78507		2	0	0	1	0	1	0	6	34	11	11
tr785081		0	0	0	0	0	0	0	38	37	64	34
tr78512		0	0	0	0	0	0	0	9	20	12	10
tr78513		0	0	2	0	0	0	0	1	1	1	6
tr78520		0	0	0	0	0	0	0	2	10	5	11
tr78522		379	33	34	55	103	112	13	283	762	252	118
tr78528		1	2	0	0	1	1	0	11	46	25	25
tr78531		2	3	0	0	0	8	1	90	38	77	20
tr78533		5	3	2	0	6	10	1	36	54	62	20
tr78536		0	0	0	0	0	0	0	85	155	170	67
tr7854		12	3	14	17	22	41	10	535	640	664	260
tr78540		1650	829	120	1028	878	1269	141	6233	18264	12732	8937
tr785614		0	0	0	0	0	0	0	0	0	1	4
tr785684		0	0	0	0	0	0	0	3	0	0	0
tr78569		0	0	0	0	0	0	0	1	0	7	0
tr78571		0	0	0	0	0	0	0	12	10	16	7
tr7858		15	9	0	1	7	19	0	102	197	134	92
tr78583		0	0	0	0	0	0	0	24	37	51	17
tr78585		0	0	0	0	0	0	0	26	42	52	23
tr78587		0	0	0	0	0	0	0	0	1	3	0
tr78588		31	14	19	7	34	44	8	256	333	321	140
tr785892		0	0	0	0	0	0	0	0	2	0	2
tr785914		0	0	0	0	0	0	0	0	3	0	0
tr785929		0	0	0	0	0	0	0	2	5	7	4
tr78594		1	6	1	17	4	6	10	8	8	16	4
tr78595		0	0	0	0	0	0	0	0	0	0	8
tr78598		0	0	0	0	0	0	0	0	1	0	3
tr78604		1	7	6	10	14	13	1	107	234	164	148
tr78607		0	0	0	0	5	0	0	8	21	25	4
tr786208		0	0	0	0	0	0	0	2	0	0	0
tr786268		0	0	0	0	0	0	0	3	0	2	2
tr78631		0	3	0	0	0	1	0	39	67	26	21
tr78637		146	36	17	76	92	148	16	728	1149	802	305
tr78638		186	51	41	80	98	245	22	618	875	642	265
tr7865		7	3	0	1	6	5	0	15	53	30	8
tr78651		240	129	45	176	219	191	34	2506	5765	2471	2175
tr786564		0	0	0	0	0	0	0	0	0	3	0
tr78657		0	1	0	3	1	3	0	5	16	9	5
tr786593		0	0	0	0	0	0	0	2	6	6	0
tr7866		0	0	0	0	0	0	0	4	18	10	11
tr78665		0	0	0	0	0	0	0	10	6	10	13
tr78669		25	21	3	19	25	55	4	386	875	454	301
tr786735		0	0	0	1	2	1	0	12	32	14	26
tr78678		0	0	0	0	0	0	0	0	0	0	6
tr786785		0	0	0	0	0	0	0	0	0	5	0
tr78679		6	1	0	3	13	5	0	55	181	123	40
tr78686		0	0	0	0	0	0	0	18	35	36	6
tr78691		0	0	0	1	0	0	0	880	17	194	9
tr786932		0	0	0	0	0	0	0	14	25	17	16
tr7870		0	0	0	0	0	13	2	28	7	38	0
tr78702		0	0	0	0	2	0	0	23	44	61	16
tr787077		0	0	1	0	0	0	0	0	0	2	6
tr787091		0	0	0	0	0	0	0	27	46	79	25
tr78711		0	1	0	0	3	0	0	15	24	18	18
tr787123		3	1	0	0	2	5	0	32	88	28	32
tr78716		37	13	5	11	8	27	3	135	322	177	116
tr787178		1	0	0	1	9	1	1	12	27	20	10
tr78720		0	0	0	0	0	0	0	4	6	7	3
tr78721		0	0	2	0	0	0	0	4	6	0	6
tr78723		2	0	0	2	0	1	0	1	3	0	0
tr78726		0	0	0	2	1	0	0	43	82	124	25
tr787262		0	0	0	0	0	0	0	9	0	6	9
tr78727		84	20	5	47	18	70	12	427	878	495	308
tr787334		0	0	0	0	0	0	0	3	11	8	6
tr787366		0	0	0	0	0	0	0	1	2	4	0
tr78739		4	1	0	0	0	1	0	3	15	10	0
tr78740		0	0	0	0	0	0	0	10	11	15	8
tr78747		5	0	0	0	0	0	0	4	9	1	4
tr787481		0	0	0	0	0	0	0	3	2	3	10
tr7875		0	0	0	0	1	0	0	81	13	33	15
tr787517		0	0	0	0	0	0	0	1	0	2	3
tr78755		4	0	0	0	0	0	1	15	31	16	12
tr787566		0	0	0	0	0	0	0	0	0	0	4
tr78759		0	0	0	0	0	0	0	2	5	0	0
tr787594		0	0	0	0	1	0	0	6	8	5	0
tr78761		0	0	0	0	0	0	0	77	66	30	12
tr78762		6	3	2	4	7	9	4	92	183	73	52
tr78772		586	173	88	145	241	477	38	1778	3235	2900	1024
tr787775		0	0	0	0	0	0	0	0	0	1	3
tr78780		1	0	1	1	0	0	0	13	43	23	25
tr787813		0	0	0	0	0	0	0	0	0	0	6
tr787835		0	0	0	0	0	0	0	0	0	3	0
tr78785		43	22	4	37	13	58	10	154	401	261	152
tr787891		0	0	0	0	0	0	0	0	0	0	45
tr787950		0	0	0	1	0	0	0	1	0	0	4
tr787956		0	0	0	0	0	0	0	0	1	4	0
tr78817		3	4	0	1	0	7	0	24	91	49	42
tr78819		0	0	0	0	0	0	0	2	5	0	3
tr78823		0	0	0	0	0	0	0	32	14	1	6
tr78824		0	0	0	0	0	3	0	74	13	31	11
tr788242		0	0	0	0	0	0	0	2	0	4	2
tr788263		0	0	0	0	0	0	0	4	0	0	0
tr78833		10	7	5	18	20	34	3	209	325	244	198
tr788333		0	0	0	0	0	0	0	2	7	4	0
tr78842		478	148	29	149	169	332	69	1928	3784	2355	1306
tr788457		0	0	0	0	0	0	0	14	6	11	6
tr788507		0	0	0	0	0	0	0	0	1	1	2
tr78855		2	0	0	0	0	2	0	7	7	2	0
tr78859		0	0	0	0	0	0	0	1	11	2	4
tr788661		0	0	0	0	0	0	0	0	0	9	3
tr788664		0	0	0	0	0	0	0	0	0	0	3
tr78867		0	0	0	0	0	0	0	4	0	1	0
tr78869		42	15	0	17	4	41	1	1080	883	730	399
tr7887		133	39	13	94	51	157	22	1303	2069	1767	745
tr78875		2	4	2	1	7	3	0	58	136	78	51
tr788797		0	0	0	0	0	0	0	1	4	6	0
tr788873		0	0	0	0	0	0	0	9	14	13	6
tr788887		0	0	0	0	0	0	0	0	3	4	3
tr78889		1	2	7	2	7	7	2	157	247	94	87
tr78891		0	2	9	0	7	9	0	66	78	70	36
tr788915		0	0	0	0	0	0	0	1	2	7	6
tr788995		0	0	0	0	0	0	0	0	0	1	9
tr78901		0	0	0	0	0	0	0	49	82	104	50
tr789059		1	0	0	0	1	0	0	18	16	14	7
tr78907		0	0	0	0	0	0	0	100	164	231	66
tr78914		0	0	6	0	0	0	1	4	1	5	26
tr78917		0	0	3	1	0	8	1	100	17	50	8
tr78920		0	0	1	1	0	0	0	212	344	418	184
tr78923		0	0	0	0	0	0	0	7	17	4	3
tr789260		0	0	0	0	0	0	0	3	0	2	2
tr78928		0	0	0	0	0	0	0	0	3	8	1
tr789327		2	1	0	1	0	2	0	14	38	19	13
tr78933		350	139	144	246	485	447	92	2298	4476	3301	1276
tr78936		1	0	1	4	2	0	0	32	52	34	31
tr78940		2	0	0	0	0	0	1	102	291	82	21
tr78950		73	69	137	61	245	98	290	182	493	381	132
tr78952		0	0	0	0	0	0	0	0	0	0	2
tr789561		0	0	0	0	0	0	0	0	0	1	3
tr78957		8	3	0	6	0	17	7	163	239	187	92
tr78960		10	0	0	4	1	17	4	106	175	147	92
tr789621		0	0	0	0	0	0	0	7	7	13	1
tr789673		0	0	0	0	0	0	0	11	10	20	10
tr789715		0	0	0	0	2	0	0	7	5	3	5
tr789827		20	5	0	5	6	17	3	115	215	114	77
tr78987		0	0	0	0	0	0	0	4	0	0	0
tr78988		1	0	0	1	2	0	0	1	0	5	0
tr78990		24	15	32	24	42	58	10	388	754	707	235
tr78992		0	0	0	0	0	0	0	2	8	5	1
tr789957		0	0	0	0	0	0	0	0	0	0	3
tr789978		0	0	0	0	0	0	0	0	2	0	1
tr789991		0	0	0	0	0	0	0	3	10	9	0
tr790		3	3	0	1	1	4	2	142	35	49	20
tr790015		0	0	0	0	0	0	0	9	14	9	1
tr790033		0	0	0	0	0	0	0	0	0	0	7
tr790041		0	0	0	0	0	0	0	1	0	0	5
tr790067		0	0	0	0	0	0	0	0	0	0	5
tr79008		4	14	0	22	27	17	4	13	18	11	5
tr790100		0	0	0	0	0	0	0	0	1	1	4
tr790101		0	0	0	0	0	0	0	20	30	31	5
tr790104		0	0	0	0	0	0	0	1	2	3	0
tr79012		0	0	0	3	0	0	0	13	22	29	14
tr790140		7	4	0	2	7	4	1	56	65	60	20
tr790145		0	0	0	0	0	0	0	1	8	3	3
tr79016		4	1	0	1	0	1	0	28	44	24	17
tr790183		0	0	0	0	0	0	0	0	0	3	0
tr79021		0	12	0	0	0	3	0	14	0	0	0
tr790251		3	1	0	1	0	0	0	4	35	12	7
tr790275		0	0	0	0	0	0	0	1	1	0	3
tr79028		161	19	0	15	13	16	3	444	1426	324	421
tr790299		0	0	0	0	0	0	2	0	0	1	3
tr79031		4	1	0	1	0	0	0	14	46	14	13
tr79032		176	40	17	66	76	102	13	458	916	417	151
tr790335		2	1	4	7	1	3	0	29	30	27	1
tr790364		0	0	0	0	0	0	0	12	10	21	1
tr790373		0	0	0	0	0	0	0	2	1	4	4
tr79041		0	0	0	0	0	0	0	9	14	9	0
tr790418		0	0	0	0	0	0	0	0	1	1	2
tr79042		1	0	0	1	0	2	0	30	28	16	9
tr79045		3	0	0	5	2	9	0	16	46	45	16
tr790461		0	0	0	0	0	0	0	2	1	5	7
tr790476		0	0	0	0	0	0	0	3	0	0	0
tr790499		0	0	0	0	0	0	0	3	0	0	0
tr79053		5	2	17	11	14	12	1	137	316	124	67
tr790538		0	0	0	0	0	0	0	5	5	4	2
tr790545		0	0	0	0	0	0	0	0	0	0	6
tr79057		0	0	0	0	0	0	0	14	20	14	5
tr79058		2	0	0	0	0	1	0	21	43	19	27
tr790595		0	0	0	0	0	0	0	2	0	0	0
tr790598		0	0	0	0	0	0	0	0	0	3	0
tr790615		0	0	0	0	0	0	0	0	1	3	0
tr79063		29	27	0	10	13	17	5	90	187	111	73
tr790692		0	0	0	0	0	0	0	4	12	9	5
tr790708		0	0	0	0	0	0	0	1	2	3	0
tr790709		0	0	0	0	0	0	0	4	10	20	9
tr790712		0	0	0	0	0	0	0	4	6	12	4
tr79073		0	0	0	0	0	0	0	0	2	3	0
tr790753		0	0	0	0	0	0	0	0	0	3	0
tr790787		0	0	0	0	0	0	0	0	3	3	2
tr790819		0	0	0	0	0	0	0	0	0	0	5
tr79087		10	5	0	4	24	3	6	67	104	81	56
tr79090		4	4	0	2	7	9	3	89	202	201	116
tr790924		0	0	0	0	0	0	0	9	38	17	3
tr79093		54	22	0	25	25	36	1	560	715	481	284
tr790944		0	0	0	0	0	0	0	2	4	6	4
tr7910		27	4	0	6	12	13	0	75	237	112	91
tr791026		0	0	0	0	0	0	0	0	4	2	0
tr791045		0	0	0	0	0	0	0	3	3	1	0
tr791057		0	0	0	0	0	0	0	1	2	2	2
tr791062		0	0	0	0	0	0	0	1	0	3	0
tr79110		5	1	0	2	5	5	0	80	124	39	27
tr791100		0	0	0	0	0	0	0	1	0	1	2
tr791143		0	0	0	0	0	1	0	1	9	6	1
tr791166		0	0	0	0	0	0	0	2	3	1	4
tr791179		4	0	0	0	2	1	0	22	76	41	10
tr79123		1	13	0	6	1	28	0	139	487	62	180
tr791235		0	0	0	0	0	0	0	0	0	0	7
tr791239		0	0	0	0	0	0	0	2	5	6	6
tr79125		286	101	73	179	401	315	37	1043	2784	1658	1018
tr79127		0	0	0	0	0	0	0	4	16	18	7
tr791286		0	0	0	0	0	0	0	0	0	0	4
tr79129		14	3	15	12	3	111	8	292	123	203	61
tr791335		0	0	0	0	0	0	0	2	6	0	1
tr791411		0	0	0	0	0	0	0	1	13	4	12
tr791418		0	0	0	0	0	0	0	1	0	0	4
tr791455		0	0	0	0	0	0	0	1	1	5	3
tr791463		0	0	0	0	0	0	0	0	3	1	0
tr79149		0	0	0	0	0	0	0	58	130	107	61
tr79150		0	1	0	1	1	1	0	4	21	10	6
tr791564		0	0	0	0	0	0	0	2	2	0	2
tr79157		134	21	15	18	40	38	6	291	584	332	259
tr791571		0	0	0	0	0	0	0	1	6	9	2
tr79162		0	0	0	0	0	0	0	0	3	1	3
tr791620		0	0	0	0	0	0	0	5	6	15	4
tr79163		2	0	4	4	2	2	0	24	54	37	19
tr79165		0	0	0	0	0	0	0	3	15	6	0
tr79166		0	1	0	0	1	0	0	2	3	3	0
tr79167		0	0	0	0	1	0	0	5	13	17	9
tr791697		0	0	0	0	0	0	0	1	2	4	6
tr7917		0	0	0	0	0	0	0	6	0	2	0
tr791722		0	0	0	0	0	0	0	25	48	82	30
tr79175		2	0	0	0	0	0	1	1	4	4	8
tr791754		0	0	0	0	0	0	0	1	0	5	0
tr79178		0	0	0	1	0	0	0	18	33	40	21
tr791783		0	0	0	0	0	0	0	1	0	2	2
tr79179		1202	128	293	337	897	737	133	3888	4968	3796	1986
tr791794		0	0	0	0	0	0	0	2	3	8	2
tr791804		0	0	0	0	0	0	0	0	0	0	8
tr791835		0	0	0	0	0	0	0	2	3	3	0
tr791847		0	0	0	0	0	0	0	0	0	3	0
tr791848		0	0	0	0	0	0	0	1	2	3	0
tr79187		0	0	0	1	0	0	0	16	36	28	12
tr79189		0	0	1	0	0	0	0	4	12	3	4
tr79191		0	0	0	0	0	0	0	0	1	5	0
tr79192		124	98	152	134	184	435	40	1168	1474	2131	484
tr791943		0	0	0	0	0	0	0	1	4	3	4
tr7920		0	0	0	0	0	0	0	5	11	5	8
tr792008		0	0	0	0	0	0	0	0	0	5	1
tr79208		2	1	0	0	0	1	2	55	126	67	59
tr792084		0	0	0	0	0	0	0	0	0	3	0
tr79209		0	0	0	0	0	0	0	6	9	7	4
tr79214		141	68	8	49	44	112	8	340	523	417	231
tr792140		0	0	0	0	0	0	0	4	12	11	0
tr792182		0	0	0	0	0	0	0	8	13	10	2
tr7922		0	0	0	0	0	0	0	0	0	0	45
tr792315		0	0	0	0	0	0	0	0	0	0	3
tr792342		0	0	0	0	0	0	0	0	13	15	0
tr79239		9	4	0	5	5	13	3	21	75	29	17
tr792392		1	0	0	0	0	0	0	0	8	3	2
tr792395		0	0	0	0	0	0	0	1	5	5	0
tr792428		0	0	0	0	0	0	0	0	0	7	0
tr79243		12	2	0	3	1	4	0	84	114	57	11
tr792433		0	0	0	0	0	0	0	3	2	4	2
tr792454		0	0	0	0	0	0	0	0	0	3	0
tr792460		0	0	0	0	0	0	0	0	3	0	0
tr792463		0	0	0	0	0	0	0	2	1	0	16
tr79247		97	75	52	114	170	217	25	522	957	933	469
tr79253		0	0	0	0	0	0	0	2	0	2	3
tr79255		0	0	0	0	0	0	0	3	17	13	7
tr79260		0	0	0	0	0	0	0	4	4	8	1
tr792602		0	0	0	0	0	0	0	0	3	1	0
tr792653		0	0	0	0	0	0	0	0	0	0	3
tr792700		0	0	0	0	0	0	0	7	0	0	0
tr792707		0	0	0	0	0	0	0	0	1	3	0
tr79275		0	0	0	0	0	0	0	25	24	35	4
tr792756		0	0	0	0	0	0	0	0	2	2	3
tr792759		0	0	0	0	0	0	0	2	0	4	2
tr79276		18	8	4	20	47	25	10	375	705	408	212
tr79277		682	600	72	879	398	1052	42	23441	40995	21217	26075
tr792795		0	0	0	0	0	0	0	2	0	4	0
tr792807		0	0	0	0	0	0	0	3	1	7	0
tr79282		43	90	3	39	9	107	8	571	1088	363	237
tr79283		345	131	4	16	3	56	7	438	274	111	53
tr79290		0	0	0	0	0	0	0	21	22	11	9
tr792914		0	0	0	0	0	0	0	3	0	2	0
tr79294		0	0	0	0	0	0	0	1	2	2	1
tr792953		0	0	0	0	0	0	0	0	1	0	3
tr792957		0	0	0	0	0	0	0	1	0	0	3
tr792992		1	1	0	4	2	0	5	1	15	5	0
tr79301		46	14	11	8	27	28	7	286	683	334	253
tr793024		0	0	0	0	0	0	0	1	2	0	8
tr79304		8	0	5	2	13	11	0	118	210	118	72
tr793058		0	0	0	0	0	0	0	7	24	18	10
tr793071		0	0	0	0	0	0	0	1	2	3	3
tr793079		0	0	0	0	0	0	0	0	0	0	3
tr793103		0	0	0	0	0	0	0	3	9	4	0
tr79314		0	0	0	0	0	0	0	0	3	0	2
tr793173		0	0	0	0	0	0	0	7	9	13	5
tr79319		34	0	2	0	0	24	0	646	78	418	30
tr793207		17	12	22	14	33	38	6	416	591	317	133
tr793217		1	0	0	0	0	0	0	3	9	8	3
tr79330		133	46	47	59	148	134	22	463	1082	520	362
tr793374		103	22	20	29	70	50	8	248	565	263	180
tr793391		0	0	0	0	0	0	0	0	0	2	4
tr793416		0	0	0	0	0	0	0	4	11	5	2
tr79342		64	4	1	3	2	14	5	145	394	115	105
tr793437		0	0	0	0	0	0	0	3	0	1	1
tr793439		6	1	0	5	6	7	1	68	176	109	77
tr79345		159	70	3	87	39	90	10	537	1860	994	886
tr793487		0	1	0	0	0	1	0	0	6	10	0
tr793498		0	0	0	0	0	0	0	0	0	4	0
tr793510		1	1	0	0	2	0	0	11	21	13	16
tr793514		0	0	0	0	0	0	0	0	0	0	6
tr793536		0	0	0	0	0	0	0	2	0	0	0
tr793556		0	0	0	0	0	0	0	0	0	2	2
tr793562		0	0	0	0	0	0	0	51	91	117	38
tr793568		33	13	5	19	13	55	10	94	296	126	122
tr79357		2	1	0	0	3	0	2	3	37	2	6
tr793598		0	0	0	1	0	0	0	27	39	56	19
tr79363		0	0	0	0	0	0	0	39	68	66	21
tr793670		0	0	0	0	0	0	0	21	33	33	24
tr793709		0	0	0	0	0	0	0	2	2	4	3
tr79376		0	0	0	0	0	0	0	1	1	4	2
tr79380		3	2	0	0	2	4	0	48	108	67	42
tr79381		0	0	0	1	0	0	0	5	9	5	2
tr793873		99	14	9	38	42	40	9	370	956	451	305
tr79389		5	1	0	3	7	1	1	35	69	35	40
tr793922		1	0	2	2	0	2	0	13	11	7	11
tr793981		7	1	1	3	1	2	2	38	73	42	25
tr794		0	0	0	0	0	0	0	0	4	0	0
tr79404		0	0	0	0	0	0	0	114	153	260	76
tr79405		605	239	36	193	144	342	49	4431	9373	5965	3929
tr79409		0	0	0	2	0	7	0	53	102	58	38
tr79416		43	25	2	18	6	51	4	619	1073	388	405
tr79417		1	0	2	2	4	3	0	19	22	18	7
tr7942		0	0	5	0	1	20	0	357	69	140	22
tr794201		0	0	0	0	1	1	0	4	0	1	0
tr79421		0	0	0	0	0	0	0	4	13	17	2
tr79429		0	0	0	0	0	0	0	1	3	12	2
tr79435		15	0	1	5	4	12	2	141	312	137	96
tr7944		4	0	0	0	0	5	0	72	166	62	49
tr79449		0	0	0	0	0	0	0	0	4	4	0
tr794564		36	3	0	19	11	24	0	99	200	114	87
tr79457		213	24	1	14	33	21	7	299	999	322	269
tr79458		35	13	16	15	30	37	10	340	849	483	410
tr79459		0	0	0	2	0	0	0	6	2	0	1
tr79465		80	54	22	75	115	83	11	467	817	573	378
tr79469		874	285	124	206	177	968	92	2128	3950	4274	1332
tr794703		0	0	0	0	0	0	0	0	2	0	3
tr79471		0	0	0	0	0	0	0	8	6	13	9
tr79473		9	0	1	3	4	7	1	116	226	152	63
tr79478		0	0	0	0	0	0	0	5	2	9	3
tr79479		0	0	0	1	0	0	0	24	24	38	6
tr794987		0	0	0	0	0	0	0	0	0	0	5
tr79506		0	0	0	0	0	0	0	3	0	0	0
tr79507		0	0	0	0	0	0	0	30	23	45	27
tr79509		1	1	3	10	14	20	0	287	342	128	115
tr795111		0	0	0	0	0	0	0	20	0	3	0
tr79518		342	138	48	172	178	232	35	2624	5935	3024	3031
tr795190		0	0	0	0	0	2	0	3	10	8	0
tr79525		12	33	1	27	34	52	5	361	986	444	293
tr79528		0	0	0	0	0	0	0	0	0	0	4
tr79536		10	6	0	6	3	8	2	200	263	131	112
tr79544		173	17	14	32	108	58	7	150	439	206	151
tr795475		0	0	0	0	0	0	0	0	0	0	2
tr79565		0	0	0	0	0	0	0	5	0	0	0
tr79569		152	17	1	17	3	14	0	478	1116	222	173
tr7957		0	0	0	0	0	1	0	7	6	7	0
tr79572		0	0	0	0	0	0	0	3	3	0	2
tr79576		90	49	28	61	66	192	18	229	532	472	221
tr7958		0	0	0	0	0	0	0	1	3	9	7
tr79588		470	33	94	76	174	197	30	719	1102	848	295
tr79592		0	0	0	0	0	0	0	0	0	3	0
tr79595		0	0	0	0	0	0	0	1	5	0	0
tr795980		0	0	0	0	1	0	0	2	20	0	6
tr795984		0	0	0	0	0	0	0	0	1	3	1
tr796003		0	0	0	0	0	0	0	6	18	17	4
tr79611		97	35	10	22	32	40	6	509	660	476	331
tr796126		1	0	0	0	0	2	0	2	20	5	5
tr796152		9	4	0	0	1	3	0	4	31	19	5
tr79617		52	17	8	18	17	40	5	158	490	304	150
tr79625		0	0	0	0	0	0	0	0	6	4	2
tr79626		0	0	0	0	0	0	0	0	0	3	0
tr79627		0	0	0	0	0	0	0	2	6	4	9
tr796328		4	3	0	3	8	4	1	66	108	53	38
tr796337		0	0	0	0	0	0	0	3	12	9	6
tr79635		0	0	0	0	0	0	0	58	117	73	47
tr796361		0	0	0	0	0	0	0	5	18	11	9
tr7964		0	0	0	0	0	0	0	0	11	0	0
tr79643		11	7	1	4	4	27	7	104	172	119	110
tr79649		10	12	2	6	20	20	1	134	503	243	217
tr7966		1	3	0	0	0	2	0	14	31	19	5
tr79662		21	3	0	1	4	17	4	62	104	75	37
tr796626		278	111	0	34	30	55	6	343	878	461	361
tr796654		0	0	0	0	0	0	0	3	0	1	4
tr79669		14	3	0	0	0	1	0	47	175	101	24
tr79671		0	1	0	0	0	5	0	4	10	32	8
tr796716		0	0	0	0	0	0	0	0	0	3	2
tr79674		2	0	0	0	0	0	0	6	21	1	7
tr79675		0	0	0	0	0	0	0	2	4	1	5
tr796757		0	0	0	0	0	0	0	3	1	1	0
tr79687		0	0	0	1	0	0	0	19	28	29	11
tr79688		6	5	3	5	9	14	0	19	98	58	16
tr79692		567	96	80	139	106	382	20	1824	5339	1949	1889
tr79696		4	1	9	2	0	13	0	42	44	15	12
tr79701		0	0	0	0	0	0	0	25	61	39	21
tr797012		0	0	0	0	0	0	0	0	0	3	0
tr797064		0	0	0	0	0	0	0	3	7	4	2
tr79707		0	0	0	0	1	0	0	11	2	5	28
tr79709		0	0	0	0	0	0	0	0	1	1	4
tr797167		0	0	0	0	0	0	0	0	1	0	3
tr79717		0	5	146	9	19	7	73	43	17	29	422
tr79719		36	15	8	8	26	52	15	364	617	355	262
tr79723		1	1	0	0	0	0	0	0	14	5	0
tr797315		0	0	0	0	0	0	0	17	27	59	20
tr797325		1	0	0	0	0	1	0	13	26	10	5
tr797332		6	7	1	5	0	3	0	67	144	74	40
tr797350		0	0	0	0	0	0	0	2	2	3	0
tr79736		230	61	15	61	90	144	18	659	1684	1183	854
