gene_id		SH200_E7_Z11_ST23	SH201_E7-Q	SH202_E7-R	SH203_E7-S	SH204_E7-T	SH205_E7-V	SH206_E7-X	SH221	SH222	SH223	SH230
tr283460		0	0	0	0	0	0	0	0	2	0	10
tr283476		0	0	0	0	0	0	0	14	10	19	0
tr283477		0	0	0	0	0	0	0	13	17	28	0
tr283484		0	0	0	0	0	0	0	1	10	16	3
tr283492		0	0	0	0	0	0	0	14	29	39	13
tr283494		0	0	0	0	0	0	0	0	3	4	3
tr283497		0	0	0	0	0	0	0	14	36	29	15
tr28350		0	1	0	0	0	0	0	6	20	22	17
tr283503		1	1	0	4	18	0	0	21	38	49	9
tr283514		0	0	0	0	0	0	0	0	1	0	2
tr283515		0	0	0	0	0	0	0	2	4	9	1
tr283521		65	21	21	37	53	121	27	496	1072	809	363
tr283535		0	0	0	0	0	0	0	0	0	0	9
tr283543		0	0	0	0	0	0	0	9	12	15	7
tr283548		0	0	0	0	1	0	0	7	30	23	21
tr283550		0	0	0	0	0	0	0	3	6	10	6
tr283558		0	0	0	0	0	0	0	0	6	0	0
tr283560		0	0	0	0	0	0	0	13	15	14	2
tr283568		0	0	0	0	0	0	0	56	89	135	26
tr283570		0	0	0	0	0	0	0	29	30	27	6
tr283583		0	0	0	0	0	0	0	34	42	46	14
tr283586		0	0	0	0	0	0	0	7	20	13	1
tr283587		0	0	0	0	0	0	0	7	7	5	9
tr283591		0	0	0	0	0	0	0	2	9	8	1
tr283594		0	0	0	0	0	0	0	31	28	68	8
tr283599		6	6	5	5	19	9	2	19	71	139	20
tr283606		0	0	0	0	0	0	0	17	28	30	6
tr283613		0	0	0	0	0	0	0	0	0	5	0
tr283616		0	0	0	1	0	0	0	5	7	13	10
tr283617		0	0	0	0	0	0	0	1	2	5	0
tr28362		12	6	0	5	10	14	1	72	236	118	75
tr283627		0	0	0	0	0	0	0	3	9	13	4
tr283628		0	0	0	0	0	0	0	4	7	13	4
tr283632		0	0	0	0	0	0	0	1	3	7	0
tr283639		0	0	0	0	1	0	0	5	8	12	0
tr283649		0	0	0	0	0	0	0	2	2	4	0
tr283652		0	0	0	0	0	0	0	11	16	16	8
tr283654		0	0	0	0	0	0	0	26	18	29	10
tr283660		0	0	0	0	0	0	0	21	21	46	7
tr283669		0	0	0	0	0	0	4	1	2	1	6
tr28367		27	1	0	0	0	1	0	1	51	16	15
tr283676		0	0	0	0	0	0	0	16	16	21	15
tr283681		0	0	0	0	0	0	0	11	25	26	6
tr283684		0	0	0	0	0	0	0	0	3	8	3
tr283687		0	0	0	0	0	0	0	12	10	11	4
tr283688		0	0	0	0	0	0	0	8	15	18	5
tr283695		0	0	0	0	0	0	0	0	1	3	0
tr28370		0	0	0	0	0	0	0	7	13	23	1
tr283709		0	0	0	0	0	0	0	1	3	7	0
tr283710		0	0	0	0	0	0	0	8	13	13	1
tr283717		3	1	0	2	0	7	4	20	28	13	0
tr283721		0	0	0	0	0	0	0	1	5	1	3
tr283722		0	0	0	0	0	0	0	73	73	162	66
tr283727		0	0	0	0	0	0	0	1	3	7	0
tr28373		1	1	0	1	0	3	0	3	2	1	5
tr283732		0	0	0	0	0	0	0	3	4	9	0
tr283746		0	0	0	0	0	0	0	30	49	36	17
tr283761		0	0	0	0	0	0	0	2	3	9	10
tr283763		0	0	0	0	0	0	0	2	4	7	0
tr28377		0	0	0	0	0	0	0	1	3	4	0
tr283781		0	0	0	0	0	0	0	1	2	5	0
tr283796		0	0	0	0	0	0	0	1	1	4	6
tr283797		0	0	0	0	0	0	0	3	1	8	3
tr2838		0	0	0	0	0	0	0	3	2	6	0
tr283800		0	0	0	1	0	0	0	0	1	6	5
tr283805		0	0	0	3	0	0	0	52	83	98	37
tr283806		1	0	0	1	6	4	0	76	84	20	33
tr283807		3	0	0	2	1	0	0	8	51	25	16
tr283812		0	0	0	0	0	0	0	1	2	4	0
tr283816		0	0	0	0	0	0	0	12	11	17	1
tr283817		4	11	4	38	53	35	7	215	740	203	286
tr283820		0	1	0	3	0	0	0	46	88	119	33
tr283836		0	0	0	0	0	0	0	1	6	2	5
tr283837		0	0	0	0	0	0	0	1	3	8	0
tr283838		0	0	0	0	0	0	0	0	0	5	0
tr283839		0	0	0	0	0	0	0	3	11	11	2
tr283840		0	0	0	0	0	0	0	10	10	18	3
tr283843		0	0	0	0	0	0	0	15	11	6	5
tr283847		0	0	0	0	0	0	0	3	13	13	5
tr283849		0	0	0	0	0	0	0	22	33	22	9
tr283851		0	0	0	0	0	0	0	1	0	0	4
tr283855		516	175	406	366	1103	683	114	6782	8226	6586	3131
tr283864		0	0	0	0	0	0	0	4	7	10	3
tr283869		0	0	0	0	0	0	0	2	14	12	6
tr283870		0	0	0	0	0	0	0	2	6	6	2
tr283871		0	0	0	0	0	0	0	11	17	12	1
tr283872		19	12	0	18	16	23	7	150	660	567	135
tr283879		0	0	0	0	0	1	0	22	48	57	27
tr28388		0	0	0	0	0	0	0	2	4	3	0
tr283885		0	0	0	0	0	0	0	1	1	4	0
tr283896		0	0	0	0	0	0	0	10	8	28	7
tr283899		0	0	0	2	0	0	0	131	285	278	111
tr283902		0	0	0	0	0	0	0	5	6	12	2
tr283907		0	0	0	0	2	0	0	19	45	50	16
tr283909		0	0	0	0	0	0	0	37	38	69	12
tr283913		2	2	0	1	0	11	3	85	205	114	53
tr283917		0	0	0	1	0	0	0	19	34	38	10
tr283920		0	0	0	0	0	0	0	10	25	12	4
tr283926		0	0	0	0	0	0	0	2	4	7	1
tr283928		0	0	0	0	0	0	0	4	8	8	2
tr283932		0	0	0	0	0	0	0	6	2	3	2
tr283944		0	0	0	0	0	0	0	4	3	8	5
tr283945		0	0	0	0	0	0	0	56	4	16	6
tr283949		0	0	0	1	0	0	0	25	42	51	21
tr283951		0	0	0	0	0	0	0	0	2	1	2
tr283955		0	0	0	0	0	0	0	5	7	15	8
tr283964		0	0	0	0	0	0	0	7	9	14	8
tr283971		0	0	0	0	0	0	0	0	17	14	2
tr283972		0	0	0	0	0	0	0	16	37	26	9
tr283975		0	0	0	0	0	0	0	10	12	25	4
tr283977		0	0	0	0	0	0	0	5	9	9	4
tr283999		0	0	0	0	0	0	0	0	2	3	4
tr284011		0	0	0	2	0	0	0	6	14	10	4
tr284015		0	0	0	0	0	0	0	75	136	166	61
tr284016		0	0	0	0	0	0	0	1	2	4	0
tr284018		0	0	0	0	0	0	0	1	0	5	2
tr284035		0	0	0	0	0	1	0	7	13	19	6
tr284041		0	0	0	0	0	0	0	7	18	7	10
tr284045		0	0	0	0	0	0	0	0	0	3	0
tr284050		0	0	0	0	0	0	0	0	1	1	2
tr284052		0	0	0	0	0	0	0	9	24	22	11
tr284053		0	0	3	0	0	0	0	4	1	0	5
tr284055		0	0	0	0	0	0	0	0	1	3	3
tr284058		0	0	0	0	0	0	0	4	11	13	6
tr284068		0	0	0	0	0	0	0	8	10	22	3
tr284075		0	9	236	17	22	23	155	297	48	73	805
tr284078		0	0	0	0	0	0	0	0	0	0	6
tr284080		0	0	0	0	0	0	0	1	4	3	0
tr284081		0	0	0	0	0	0	0	24	42	56	17
tr284089		0	0	0	0	0	0	0	7	9	10	5
tr284098		0	0	0	0	0	0	0	2	1	6	0
tr284100		0	0	0	2	0	0	0	112	201	240	101
tr284101		0	0	0	0	0	0	0	450	704	878	287
tr284102		0	0	0	0	0	0	0	14	25	24	6
tr284105		0	0	0	1	0	0	0	25	34	51	10
tr284110		0	2	0	0	0	0	0	42	49	66	29
tr284111		0	0	0	0	0	0	0	5	8	12	12
tr284112		0	0	0	0	0	0	0	30	68	54	11
tr284117		0	0	0	1	0	0	0	2	1	2	0
tr284121		0	0	0	0	0	0	0	4	5	4	10
tr284126		0	0	0	0	0	0	0	4	5	13	0
tr284129		0	0	0	0	0	0	0	7	5	12	2
tr284136		0	0	0	0	1	0	0	22	40	39	9
tr284142		0	0	0	0	0	0	0	7	6	6	0
tr284143		0	0	0	0	0	0	0	12	14	22	2
tr284147		0	0	0	0	0	0	0	9	10	10	4
tr284155		0	0	0	0	0	0	0	52	65	96	14
tr284157		0	0	0	0	0	1	0	47	59	105	26
tr284162		0	0	0	0	0	0	0	62	130	133	26
tr284168		0	0	0	0	0	0	0	0	1	3	5
tr284170		0	0	0	0	0	0	0	11	33	27	15
tr284172		0	0	0	0	0	0	0	5	13	11	3
tr284173		24	1	35	21	37	60	8	239	406	366	190
tr28418		2	5	0	4	7	7	2	40	107	34	24
tr284183		0	0	0	0	0	0	0	7	6	9	2
tr284184		0	0	0	0	0	0	0	15	33	68	8
tr284186		0	0	0	0	0	0	0	0	4	9	1
tr284188		0	0	0	0	1	0	0	10	17	18	4
tr284191		1	1	0	6	2	5	0	96	215	120	87
tr284198		15	1	1	3	0	5	0	92	146	90	68
tr284204		0	0	0	0	0	0	0	5	5	2	1
tr284206		478	225	77	173	151	399	75	2725	7059	5693	3513
tr284210		0	0	0	0	0	0	0	40	94	88	36
tr284211		0	0	0	0	0	0	0	4	10	13	3
tr284225		0	0	0	0	0	0	0	4	10	6	2
tr284228		0	0	0	0	0	0	0	2	0	6	0
tr284239		0	0	0	0	0	0	0	10	20	26	7
tr284240		94	49	26	72	116	66	16	988	1499	1023	539
tr284241		4	0	0	0	3	4	0	39	67	37	25
tr284250		0	0	0	0	0	0	0	174	287	409	121
tr284251		0	0	0	0	0	0	0	13	19	20	12
tr28427		42	19	29	23	47	58	3	372	829	557	357
tr284275		0	0	0	0	0	0	0	5	11	19	4
tr28428		14	2	8	1	2	10	12	677	1003	1161	218
tr284281		107	35	9	21	24	57	3	674	1435	762	569
tr284289		0	0	0	0	0	0	0	3	4	5	4
tr28429		0	0	0	0	0	0	0	7	23	30	12
tr284290		0	0	0	2	0	0	0	47	110	112	21
tr284292		0	0	0	0	0	0	0	0	2	0	4
tr284295		2	9	11	4	19	35	7	152	279	273	89
tr284298		0	0	0	0	0	0	0	2	2	0	2
tr284306		0	0	0	0	2	0	0	9	20	19	10
tr284313		0	0	0	0	0	0	0	0	3	3	2
tr284316		0	0	0	0	0	0	0	0	0	1	3
tr28432		53	59	2	55	45	66	8	842	1870	1193	779
tr284326		0	0	0	0	0	0	0	18	33	39	7
tr284331		48	10	24	16	45	88	16	347	856	449	406
tr284332		0	0	0	0	0	0	0	1	5	3	0
tr284341		11	3	0	4	10	11	0	30	47	50	23
tr284349		0	0	0	0	0	0	0	17	36	39	26
tr284354		0	0	0	0	0	0	0	9	21	36	6
tr28436		0	0	0	0	0	0	0	0	0	0	6
tr284360		1	0	0	1	0	2	0	47	101	59	37
tr284378		0	0	0	0	0	0	0	16	18	26	15
tr284381		189	27	14	41	52	62	19	870	1949	800	589
tr284384		0	0	0	0	0	0	0	32	32	58	24
tr284390		0	0	0	0	0	0	0	6	10	19	0
tr284396		0	0	0	0	0	0	0	1	1	4	1
tr284397		0	0	0	0	0	0	0	11	18	22	14
tr2844		0	0	0	0	0	1	0	3	16	8	8
tr284400		0	0	0	0	0	0	0	4	19	12	12
tr284407		0	0	4	0	0	0	4	1	1	0	13
tr284415		24	5	3	4	0	5	0	258	765	184	312
tr284416		0	0	0	0	0	0	0	4	12	11	5
tr284418		5	1	0	1	4	3	2	26	31	26	14
tr284423		10	0	0	0	5	6	0	12	52	26	11
tr284425		0	0	0	0	0	0	0	5	3	4	0
tr284430		0	0	0	1	0	0	0	16	9	6	11
tr284436		0	0	0	0	0	0	0	3	8	8	1
tr284443		0	0	0	0	0	0	0	6	12	22	4
tr284445		3	3	0	0	0	0	0	21	23	31	5
tr284450		0	0	0	0	0	0	0	10	13	14	4
tr284459		0	0	0	0	0	0	0	4	3	1	0
tr284464		0	0	0	0	0	0	0	2	8	5	6
tr284466		0	0	0	0	0	0	0	1	2	9	2
tr284471		0	0	0	0	0	0	0	5	2	8	4
tr284474		0	0	0	0	0	0	0	51	75	76	25
tr284481		1	3	0	1	0	20	2	255	156	164	74
tr284486		0	0	0	0	0	0	0	12	20	28	5
tr284498		0	0	0	3	0	1	0	23	80	18	36
tr28450		17	0	0	3	11	10	4	67	196	55	37
tr284503		0	0	0	0	0	0	0	3	3	3	0
tr284504		6	2	11	2	10	2	31	29	30	311	6
tr284508		0	0	0	0	0	0	0	0	2	2	4
tr284512		133	16	5	18	44	29	1	497	1244	340	406
tr284514		0	0	0	0	0	0	0	14	19	25	12
tr284520		0	0	0	0	0	0	0	11	11	25	7
tr284521		0	0	0	1	0	0	0	0	5	10	0
tr284523		0	0	0	0	0	0	0	1	2	0	2
tr284524		0	0	0	0	0	0	0	3	2	0	1
tr284526		0	0	0	0	0	0	0	13	19	9	20
tr284534		0	0	0	0	0	0	0	3	4	9	1
tr284535		0	0	0	0	0	0	0	16	18	23	3
tr284536		0	0	0	0	0	0	0	4	3	3	0
tr284537		0	0	0	0	0	0	0	0	0	0	4
tr284546		0	0	0	0	0	0	0	35	41	57	12
tr284549		0	0	0	1	0	1	0	24	50	21	7
tr284564		0	0	0	0	1	0	0	140	278	364	112
tr284566		0	0	0	0	0	0	0	7	5	16	3
tr284568		0	0	0	0	0	0	0	0	2	5	0
tr284573		63	47	78	79	164	176	31	436	1080	593	260
tr284586		0	0	0	1	0	0	0	4	5	18	4
tr284598		0	0	0	0	0	0	0	6	5	16	3
tr284602		0	0	0	0	0	1	0	27	36	19	5
tr284613		0	0	0	0	0	0	0	66	119	179	37
tr284615		0	0	0	0	0	0	0	5	7	12	6
tr284624		5	2	13	1	4	11	1	71	144	78	43
tr284625		0	0	0	0	0	0	0	12	13	14	3
tr284626		0	0	0	0	0	0	0	0	5	0	0
tr284628		0	0	0	0	0	0	0	3	2	0	3
tr284634		0	0	0	0	0	0	0	0	0	3	0
tr284637		0	0	0	0	1	0	0	82	100	124	43
tr284649		0	0	0	0	0	0	0	4	5	2	0
tr284654		0	0	0	0	0	0	0	11	20	20	4
tr284655		0	0	0	0	0	0	0	9	23	14	6
tr284664		0	0	0	0	0	0	0	7	8	17	2
tr284665		0	0	0	0	0	0	0	0	0	1	4
tr284666		0	0	0	0	0	0	0	3	2	6	0
tr284667		0	0	1	0	1	0	0	436	840	1023	340
tr284670		0	0	0	0	0	0	0	3	3	2	0
tr284673		0	0	0	0	0	0	0	5	2	9	0
tr284679		0	0	0	0	0	0	0	2	14	10	0
tr284689		0	0	0	0	0	0	0	41	86	110	47
tr284691		0	0	0	0	0	0	0	22	29	50	11
tr284703		0	0	0	1	0	0	0	103	237	271	88
tr284707		0	0	0	0	0	0	0	10	8	8	6
tr284714		0	0	0	0	0	0	0	76	117	134	37
tr284715		0	0	0	0	0	0	0	42	31	71	16
tr284723		0	0	0	0	0	0	0	4	0	1	0
tr284732		0	0	0	1	0	0	0	11	14	22	4
tr284742		0	0	0	0	0	0	0	11	18	32	17
tr284747		0	0	0	0	0	0	0	36	32	83	13
tr284748		0	0	0	0	0	0	0	3	2	5	0
tr284753		0	0	0	0	0	0	0	0	3	0	3
tr284764		0	0	0	0	0	0	0	0	1	2	4
tr284766		92	66	42	71	145	173	33	1126	1975	1888	882
tr284779		0	0	0	0	0	0	0	22	26	34	29
tr284788		0	0	0	0	0	0	0	4	0	0	0
tr284797		0	0	0	0	0	0	0	0	6	0	4
tr284804		0	0	0	1	0	2	1	22	23	31	1
tr284805		0	0	0	0	0	0	0	12	8	21	17
tr284818		743	603	254	583	704	1839	184	4983	11519	6905	3119
tr284825		0	0	0	0	0	0	0	4	9	7	3
tr284828		0	0	0	0	0	0	0	1	0	4	3
tr28483		0	0	0	0	0	0	0	6	17	19	5
tr284841		2	0	0	0	0	0	0	28	55	57	40
tr284844		1	2	0	1	0	1	0	0	2	2	3
tr284845		17	10	0	36	33	45	3	99	254	208	97
tr284857		500	138	77	74	57	288	53	629	1349	1092	568
tr284860		0	0	0	0	0	0	0	0	0	3	0
tr284861		0	0	0	0	0	0	0	0	4	2	2
tr284868		0	0	0	0	0	0	0	0	0	0	7
tr284870		1	1	0	0	0	2	0	15	25	35	12
tr28488		156	85	49	103	144	306	62	1413	4085	1895	1186
tr284894		0	0	0	0	2	0	0	22	23	29	7
tr28490		2	0	1	1	0	3	0	2	10	10	1
tr284901		44	21	15	61	139	52	19	1098	1635	1113	655
tr28491		82	27	37	48	70	164	41	441	780	721	223
tr284915		0	0	0	0	0	0	0	0	0	3	5
tr284917		11	1	0	1	1	18	0	6	35	22	9
tr284918		993	186	204	233	522	892	181	2454	5298	2652	1942
tr284921		5	2	0	0	10	3	2	33	37	56	19
tr284928		13	7	14	6	14	29	3	142	223	195	49
tr284929		0	0	0	0	0	0	0	1	4	0	0
tr284930		15	9	10	11	15	49	9	499	905	406	220
tr284934		27	4	15	12	14	33	11	196	292	387	114
tr284944		1745	241	98	438	977	506	61	5915	8304	3665	1407
tr284951		4	0	0	0	0	0	0	0	0	3	0
tr284952		434	25	853	86	212	1778	191	51786	14075	33971	4755
tr284956		375	150	58	172	161	442	57	2109	6587	4252	2629
tr284969		0	0	0	1	0	0	0	38	65	72	26
tr28497		190	15	19	47	76	120	6	989	1289	938	381
tr284971		202	32	30	44	62	160	29	528	669	1195	279
tr284972		0	0	0	0	0	0	0	5	2	4	4
tr284973		0	0	0	0	0	0	0	4	3	0	9
tr284975		183	101	8	135	173	189	17	601	1003	957	384
tr284977		43	11	1	10	0	12	4	263	685	225	213
tr284980		1	0	0	0	0	1	0	3	1	0	0
tr284982		0	0	0	0	0	0	0	2	6	22	0
tr284988		0	1	0	0	0	0	0	0	3	0	12
tr284991		0	0	0	0	0	0	0	26	34	49	14
tr284995		1	1	0	2	0	2	0	2	22	19	3
tr285005		0	0	0	0	0	0	0	4	22	27	4
tr285006		0	0	0	0	0	0	0	39	70	62	20
tr285011		0	0	0	0	0	0	0	18	14	20	1
tr285027		0	0	0	0	0	0	0	0	3	7	0
tr285030		25	20	7	18	21	39	0	455	564	330	193
tr285033		0	0	0	0	0	0	0	0	3	1	0
tr285035		0	0	0	0	0	0	0	0	2	3	0
tr285038		5	1	0	0	0	1	0	4	45	11	5
tr285040		0	2	0	1	0	3	0	120	184	135	67
tr285051		0	0	0	0	0	0	0	1	4	1	0
tr285067		77	19	0	11	1	17	4	12	134	47	36
tr285076		0	0	0	0	0	0	0	1	6	0	2
tr285078		0	0	0	0	0	0	0	5	1	3	3
tr285085		0	0	0	0	0	0	0	5	18	18	5
tr285092		4	1	1	0	0	28	3	139	104	134	76
tr285104		0	0	0	0	0	0	0	5	1	0	0
tr285107		54	12	9	12	6	68	5	797	756	643	368
tr285114		0	0	0	0	0	0	0	11	5	11	1
tr285116		137	24	14	40	66	72	0	382	993	410	297
tr285117		9	4	2	7	2	14	1	416	522	647	117
tr285120		98	17	57	86	144	162	17	1232	1162	814	398
tr285123		0	0	0	0	0	0	0	2	1	7	0
tr285141		68	13	29	27	54	50	9	144	387	265	154
tr285146		0	0	0	0	0	0	0	28	61	52	14
tr285148		24	7	1	16	11	26	1	256	523	350	228
tr28515		0	0	0	0	0	0	0	1	2	1	5
tr285152		0	0	0	0	0	0	0	21	27	35	18
tr285155		0	0	0	0	0	0	0	2	8	10	7
tr285157		1	0	0	0	0	0	0	0	0	0	9
tr285174		0	0	0	0	0	0	0	24	24	45	12
tr285175		0	0	0	1	0	0	0	18	18	36	15
tr285186		0	0	0	0	0	0	0	28	35	38	11
tr285188		0	0	0	1	0	0	0	47	67	123	44
tr285191		0	0	0	0	0	0	0	0	3	4	0
tr285198		18	6	0	8	7	13	1	254	467	349	219
tr285201		0	0	0	0	0	1	0	32	2	10	6
tr285212		17	11	2	23	21	30	0	269	329	353	196
tr285214		29	11	26	17	55	35	14	135	249	163	79
tr285215		0	0	0	0	0	0	0	0	0	0	2
tr285220		11	0	0	4	9	3	0	34	40	20	32
tr285233		0	0	0	0	0	0	0	0	0	0	13
tr285234		22	10	1	13	24	29	2	439	734	535	252
tr285241		54	11	9	13	20	61	0	385	766	384	239
tr28525		0	0	0	0	0	0	0	8	31	10	10
tr285254		0	0	0	0	0	0	0	1	1	0	11
tr285258		21	3	12	21	0	60	2	505	410	517	178
tr285260		0	0	0	2	0	1	0	0	4	1	5
tr285275		0	0	0	0	0	0	0	149	0	0	0
tr285277		0	1	19	0	10	1	6	21	12	3	55
tr28528		2	0	0	0	0	1	0	0	3	6	0
tr285283		3	2	0	3	0	2	0	34	68	25	30
tr285285		15	1	2	11	12	11	2	51	171	85	41
tr28529		0	0	0	0	0	0	0	4	19	17	9
tr285299		65	21	8	32	75	61	3	631	976	730	460
tr2853		21	5	0	2	3	3	0	33	111	77	29
tr285302		2	1	5	4	0	0	0	13	78	29	16
tr285304		57	83	2	66	35	217	7	738	1532	1550	641
tr285307		0	0	0	0	0	0	1	0	0	0	13
tr28531		0	0	0	0	0	0	0	0	5	5	0
tr285311		0	0	0	0	0	0	0	1	5	2	0
tr285320		42	8	1	17	24	15	1	45	199	125	39
tr285327		0	0	0	2	0	0	0	0	0	1	5
tr285334		137	64	44	21	86	147	48	347	1283	653	393
tr285338		244	43	13	87	160	89	29	495	1992	683	551
tr28534		48	20	18	38	87	69	5	162	350	212	112
tr285340		0	0	0	0	0	0	0	0	0	5	0
tr285360		6	6	0	4	2	13	0	83	171	164	66
tr285363		0	0	0	0	0	0	0	0	7	7	0
tr285375		0	0	0	0	0	0	0	11	17	21	7
tr285378		0	0	0	0	0	2	0	0	6	0	6
tr28538		0	0	6	0	0	0	2	2	1	2	5
tr285386		29	18	10	31	48	48	2	93	355	345	107
tr285389		235	55	30	68	49	96	113	810	2518	2252	700
tr285390		0	3	0	0	0	0	0	28	43	28	18
tr285405		0	0	0	0	0	0	0	2	11	13	8
tr285406		53	10	0	13	18	17	2	150	470	192	206
tr285414		0	0	0	0	0	0	0	34	53	52	16
tr285416		33	33	26	59	39	257	17	512	765	574	242
tr285417		65	20	22	31	52	40	6	52	226	113	59
tr285422		0	0	0	0	0	0	0	6	5	6	4
tr285434		1	1	0	0	0	0	0	7	20	8	5
tr285450		0	0	0	1	0	0	0	8	16	21	9
tr285458		0	0	0	0	0	0	0	0	3	0	2
tr285462		0	0	0	0	0	0	0	11	4	9	5
tr285467		1958	322	48	308	268	597	86	1940	3763	4538	1557
tr28548		0	0	0	0	0	0	0	1	5	2	0
tr285483		0	0	0	0	0	0	0	12	15	14	5
tr285486		0	0	0	0	0	0	0	7	7	18	11
tr285498		0	0	0	0	0	0	0	2	5	6	0
tr285515		2	0	4	0	0	32	2	22	10	15	2
tr285517		0	0	0	0	0	0	0	3	1	7	2
tr285522		0	0	0	0	0	0	0	0	0	1	5
tr285526		0	0	0	1	0	0	0	2	10	16	1
tr285528		0	0	0	0	0	0	0	10	9	21	0
tr285534		0	0	0	0	0	0	0	11	62	69	25
tr285545		0	0	0	0	0	0	0	0	1	5	0
tr285556		0	0	0	0	0	0	0	3	1	6	3
tr285571		0	0	0	0	0	0	0	0	1	7	1
tr285572		0	0	0	0	0	0	0	32	104	115	46
tr285574		3	0	0	0	0	0	0	10	34	36	4
tr285575		0	0	0	0	0	0	0	4	11	4	2
tr285578		0	0	0	0	0	0	0	1	0	1	4
tr285579		0	0	0	0	0	0	0	73	169	172	47
tr28558		0	3	0	0	0	0	0	42	77	57	23
tr285584		0	0	0	0	0	0	0	4	1	1	0
tr285585		0	0	0	0	0	0	0	14	24	12	11
tr285586		0	0	0	1	0	0	0	43	82	97	24
tr285587		0	0	0	0	0	0	0	13	19	27	7
tr285591		3	3	0	1	2	2	0	58	90	58	57
tr285592		0	0	0	0	0	0	0	10	5	13	8
tr285598		0	0	0	0	0	0	0	3	9	9	0
tr285604		0	0	0	0	0	0	0	3	1	4	0
tr285605		0	0	0	0	0	0	0	3	3	4	5
tr285608		0	0	0	0	0	0	0	30	58	96	20
tr28561		0	1	0	0	1	1	0	35	92	43	48
tr285611		0	0	0	0	0	0	0	36	39	64	13
tr285612		0	0	0	0	0	0	0	1	3	4	0
tr285614		11	3	0	0	0	34	0	62	27	24	83
tr285615		0	0	0	0	0	0	0	5	6	5	6
tr285618		0	0	0	0	0	0	0	3	8	7	6
tr285620		0	0	0	0	0	1	0	15	29	28	13
tr285622		0	0	1	48	18	2	3	4082	6442	9299	2992
tr285624		0	0	0	0	0	0	0	12	9	11	3
tr285625		0	0	0	0	0	0	0	8	19	21	4
tr285628		0	0	0	1	0	0	1	51	92	93	32
tr285639		6	0	14	4	5	7	0	9	30	19	14
tr28564		0	0	0	0	0	0	0	2	3	5	4
tr285646		0	0	0	0	0	0	0	2	2	7	2
tr285648		0	0	0	0	0	0	0	17	20	35	7
tr285649		0	0	0	0	0	0	0	4	13	19	8
tr285671		0	0	0	0	0	0	0	8	8	22	0
tr285674		0	0	0	0	0	0	0	7	11	23	11
tr285675		0	0	0	0	1	0	0	23	27	40	24
tr285679		0	0	0	0	0	0	0	4	5	7	3
tr285682		0	0	0	0	3	0	0	18	22	44	5
tr285686		0	0	0	0	0	0	0	14	26	27	11
tr285687		0	0	0	0	0	0	0	7	11	11	2
tr285689		0	0	0	0	0	0	0	0	2	7	3
tr285700		0	0	0	0	0	0	0	0	1	0	9
tr285707		0	0	0	0	0	0	0	74	100	146	39
tr285709		0	0	0	0	0	0	0	16	27	14	6
tr285710		1	3	0	0	0	1	0	5	24	7	1
tr285716		0	0	0	0	0	0	0	8	13	23	4
tr285731		0	0	0	1	0	0	0	24	36	66	18
tr285733		0	0	0	0	0	0	0	2	5	2	6
tr285736		41	11	3	14	6	30	1	76	209	92	63
tr285748		0	0	0	0	0	1	0	12	39	29	4
tr285751		0	0	0	0	0	0	0	37	16	29	24
tr285756		36	19	36	23	47	65	26	492	791	620	276
tr285761		41	6	15	14	26	17	7	257	450	299	237
tr285769		0	0	0	0	0	0	0	12	17	21	6
tr285770		1	1	0	0	0	2	0	32	52	13	16
tr285772		0	0	0	0	0	0	0	7	6	25	10
tr285773		6	1	2	8	16	5	2	75	111	87	45
tr285775		0	0	1	4	0	0	0	441	694	1032	354
tr285776		0	0	0	0	0	0	0	1	11	9	1
tr285781		0	0	0	0	0	0	0	0	1	3	0
tr285785		0	0	0	0	0	0	0	13	14	15	1
tr285794		0	0	0	0	0	0	0	1	0	3	3
tr285799		0	0	0	0	0	0	0	8	8	19	7
tr285810		0	0	0	0	0	0	0	3	0	1	0
tr285819		14	8	0	1	4	4	1	72	207	74	64
tr285823		0	0	0	0	0	0	0	4	2	10	3
tr285825		0	0	0	0	0	0	0	0	8	1	4
tr285838		0	0	0	0	0	0	0	4	2	7	1
tr285844		0	0	0	0	0	0	0	3	6	8	3
tr285846		0	0	0	0	0	0	0	4	8	9	0
tr285848		0	0	0	0	0	0	0	6	10	19	7
tr28585		0	7	0	0	1	4	3	62	49	13	17
tr285852		0	0	0	0	0	0	0	1	4	2	0
tr285855		0	0	0	0	0	0	0	0	0	0	4
tr28586		3	2	0	3	0	2	0	44	93	51	24
tr285860		0	0	0	0	0	0	0	6	4	7	49
tr285865		19	10	2	10	7	45	4	152	383	154	141
tr285869		0	0	0	0	0	0	0	68	147	155	56
tr285870		2	8	0	11	11	19	0	255	276	243	127
tr285888		0	0	0	0	0	0	0	22	41	39	20
tr285892		7	26	9	37	33	49	4	345	533	271	206
tr2859		12	3	0	5	2	5	0	33	105	34	35
tr285901		0	0	0	0	0	0	0	4	4	12	0
tr285926		142	33	9	27	38	79	16	1064	2552	1308	803
tr285927		24	3	1	4	9	9	3	38	95	35	31
tr285930		0	0	0	0	0	0	0	7	16	26	7
tr285931		0	0	0	0	0	0	0	8	3	10	7
tr285932		0	0	0	0	0	0	0	8	13	17	3
tr285934		0	0	0	2	0	0	0	46	57	68	17
tr285935		0	0	0	0	0	0	0	11	12	6	2
tr285948		104	10	4	22	7	30	4	183	642	190	132
tr285982		0	0	0	0	0	0	0	2	7	8	0
tr285984		0	0	0	1	0	0	0	1	4	8	10
